TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod,Storage in GB,RAM in GB,Display Size
e2b513d1-e3c2-4592-b59e-735b9c1fc2c1,12-05-2024,iPhone 15,Apple,1092.94,54,2833.22,60,Female,Lake Corey,Online,512,12,6.7
0e6b5315-5a90-4d0c-a4db-4b05d041c7e6,27-02-2024,Realme Narzo 50,Realme,182.24,71,70443.92,52,Female,Oconnellmouth,Cash,32,12,6.1
bba8307d-a14f-4411-a2b1-7691e9102fa7,07-04-2024,Realme GT Neo 3,Realme,1431.15,54,26619.18,20,Male,North Richardville,Credit Card,128,4,6.4
8dfb7ce2-660c-48db-b717-3590cc89f89a,30-06-2024,Galaxy S23 Ultra,Samsung,1019.82,56,18108.4,32,Other,Shafferbury,Credit Card,256,12,6.7
daf241b5-33e3-44fb-addf-8c6038821655,05-04-2024,Edge 40,Motorola,1458.52,22,21524.72,27,Other,Nicholasfurt,Cash,16,24,5.5
e59a8eb1-8448-4719-8502-2c97407d0ff9,08-01-2024,OnePlus 11,OnePlus,1333.31,79,49676.78,45,Female,East Brianstad,Online,128,16,5.5
4a18ec65-d781-4e34-b8e2-f7efb3303e04,25-01-2024,Vivo V27,Vivo,1481.04,4,6824.14,60,Male,Port Gabriellaburgh,Debit Card,32,16,6.7
b9c9fb79-ae15-4b97-a439-12327ad25869,02-02-2024,iPhone 13,Apple,785.38,87,71119,63,Male,New Sophiatown,Online,512,4,6.7
6f0c7e6b-bafc-4b7f-aec1-931619bd777c,28-06-2024,Moto G Power,Motorola,421.01,51,86275.7,27,Female,New Tammy,Online,256,12,6.7
531d046b-c78e-4775-92ef-f4f69901107b,22-03-2024,Xperia 5 III,Sony,537.32,43,98720.64,42,Female,West Tabithafort,Cash,128,12,5.5
ec9dcc53-48a9-4453-b551-932a13366e8e,17-07-2024,Pixel 7,Google,192.48,85,95400.2,33,Male,South Michael,Cash,16,12,5.5
ee1a4d2e-f425-4fae-8400-b4c76d7d0175,26-03-2024,Find X5,Oppo,875.91,4,14448.87,27,Male,Briantown,Cash,16,18,6.7
9f67b954-d752-4010-af62-002229ccef88,30-04-2024,Pixel 6a,Google,546.53,11,90012,38,Male,Stephensfurt,Credit Card,64,8,6.9
49dca0a1-70c4-4b2a-b8a3-b751f042cc97,29-04-2024,Realme Narzo 50,Realme,278.72,19,39790.85,33,Other,Griffithland,Online,64,18,6.9
d8d17b9e-24f3-4611-a4ea-23740ccee03a,18-04-2024,Pixel 7,Google,335.83,98,8665.92,55,Female,Leehaven,Cash,1024,8,6.1
4bf65265-8b98-440f-a66e-efef35df43f9,02-01-2024,OnePlus Nord 2T,OnePlus,312.97,58,31428.24,64,Male,West Rebekah,Debit Card,32,12,6.4
98a6dabf-c1a1-4141-98d1-8dfbf4844b24,04-06-2024,Mi 11,Xiaomi,411.89,35,125995.87,56,Other,West Gina,Debit Card,128,12,6.9
f697038c-e26d-43b8-beae-3824a4242583,03-04-2024,X90 Pro,Vivo,1070.05,62,10732.82,21,Female,New Betty,Credit Card,128,18,5.5
8fdb323b-83af-4344-8d72-b57ec9589874,01-04-2024,Galaxy S21 FE,Samsung,704.12,19,120880.32,59,Other,New Jennifer,Credit Card,1024,18,6.9
df2a5e8b-374f-45b7-ae81-4df557858caf,24-02-2024,iPhone SE (2022),Apple,257.6,38,43959.7,49,Female,West Jennifer,Credit Card,512,8,6.1
44e48b6e-0499-4f77-b82f-cd9173e8f67a,10-04-2024,Realme Narzo 50,Realme,287.36,89,73214.04,51,Female,Wrightstad,Cash,512,16,6.1
c05fa38b-ad5f-4e1f-bf87-b2f7f3ffc7db,14-01-2024,Poco X5 Pro,Xiaomi,146.89,67,14989.2,43,Other,Jenniferberg,Online,1024,8,6.4
a787145d-8945-4c75-869c-128f35e91a17,28-06-2024,Galaxy A54,Samsung,1426.06,60,93383.22,51,Male,West Anna,Online,512,18,6.9
59135d6f-d4bb-49ad-b12a-4d393d4ff380,11-03-2024,Pixel 6a,Google,293.4,68,463.58,34,Male,Monicahaven,Credit Card,64,24,5.5
4efa02dd-55bc-44bb-89f0-e0604ca95647,11-07-2024,Xperia 1 IV,Sony,228.77,71,48586.56,40,Female,South Robert,Debit Card,128,18,5.5
5c8fe5d0-201e-42af-8ff3-4b063e6f2939,11-07-2024,Razr 2023,Motorola,189.31,59,67765.12,56,Female,Jennifertown,Cash,1024,24,6.7
87a77bc0-8fa3-4742-a85c-8d2a9cbf0c85,07-02-2024,iPhone 13,Apple,694.54,59,35207.2,26,Other,Reidport,Credit Card,128,4,5.5
af4bba74-aa00-436f-8764-1e1aab997041,02-03-2024,OnePlus 10 Pro,OnePlus,270.46,58,6258.22,29,Female,Foxview,Online,16,18,6.4
18eb14f3-3767-47a1-89c3-321be94156e3,13-04-2024,Y22 5G,Vivo,1182.99,6,22699.44,51,Other,Camposland,Online,64,4,6.4
07fa81d5-6de5-480f-a74c-447d1dafd82b,29-05-2024,iPhone 15,Apple,1289.42,14,96058.13,34,Male,Brightton,Credit Card,256,16,5.5
258ebf2d-f876-4088-bf03-88d5474c54ab,09-04-2024,Pixel 6a,Google,433.88,66,25384,64,Female,North Jesse,Online,64,8,5.5
c3c81cda-10de-404e-96d3-7e0dc906f373,05-02-2024,OnePlus Nord 2T,OnePlus,680.7,34,64526.3,23,Male,Fullermouth,Cash,1024,24,6.7
ce333627-a441-47b9-809c-526b7222bb7c,12-02-2024,Pixel 8 Pro,Google,189.93,61,99262.8,57,Other,Port Rebeccamouth,Credit Card,256,8,5.5
f44ab7a8-2a18-4aa3-8661-cda9bd19f67d,01-05-2024,iPhone SE (2022),Apple,965.16,78,32687.94,53,Female,West Sandra,Online,16,4,6.7
027fc1ac-20db-4e5a-9d12-f258b96d1142,23-03-2024,Pixel 8 Pro,Google,1100.78,26,86627.31,56,Male,East Gregoryburgh,Credit Card,1024,24,6.7
a1650f89-14e5-4c61-89ee-1c5bdc39f805,07-04-2024,X90 Pro,Vivo,527.45,52,70490.16,46,Female,Jasonberg,Debit Card,32,8,5.5
297d71a3-ca70-481c-b163-0d645a3f623f,07-07-2024,Galaxy A14,Samsung,903.7,89,50154.39,38,Male,New Brittanyfort,Online,128,18,6.1
5dec83cf-16ce-41b2-b06a-be7ccce0710f,18-02-2024,Galaxy Z Flip5,Samsung,1377.31,2,74497.92,64,Male,North Pamela,Online,16,12,6.1
39b83ab9-ba07-4744-a3ec-180a86314e4a,11-07-2024,X90 Pro,Vivo,1357.33,33,21559.2,55,Other,New Maria,Debit Card,128,4,6.7
9ec1aba1-0fdd-49d7-9fb6-2e3f32693ed4,06-05-2024,A78 5G,Oppo,1036.47,25,44564.36,45,Other,New Joel,Debit Card,512,8,5.5
797876a4-bc06-44d0-8bac-d5123fb72501,08-03-2024,Find X5,Oppo,773.02,95,28896.63,36,Male,Lake Heathershire,Credit Card,32,4,6.1
5887426c-37bf-401e-b3fe-2b4fd005eb62,30-03-2024,Edge 40,Motorola,1292.49,15,87996.75,39,Female,West Brian,Credit Card,32,4,5.5
8762735e-ec2b-4099-9ca1-b8d3fb475c01,07-05-2024,Xperia 5 III,Sony,1123.18,58,27109.12,59,Other,Lake Priscillahaven,Online,16,24,5.5
a6db8dd1-5a25-4e41-9ee8-5e97b86b8444,21-06-2024,Pixel 8 Pro,Google,288.55,79,82870.56,50,Other,East Jessefort,Cash,32,24,5.5
f53cd32e-b7a1-41e1-a810-758275daecca,28-06-2024,OnePlus Nord 2T,OnePlus,261.06,77,23637.81,49,Other,Debrafurt,Cash,256,12,6.9
fcd6564d-adcc-4bb3-9e29-f84843d865df,06-05-2024,Xperia 1 IV,Sony,167.99,26,20304.54,48,Male,Jamesside,Online,32,18,5.5
7e2ce318-5380-452d-81ec-254a41d9ce67,31-03-2024,Vivo V27,Vivo,1327.33,26,83233.36,39,Female,Hartfort,Credit Card,128,4,6.9
869ca369-5389-41ee-84c0-7cf23f71dc63,22-03-2024,Mi 11,Xiaomi,912.97,15,39709.44,61,Female,Jesusshire,Credit Card,128,8,6.7
76ef1fee-74f4-44ef-aef1-4594ad7cf361,14-06-2024,OnePlus Nord 2T,OnePlus,1467.95,52,40111.36,54,Male,South William,Credit Card,1024,16,6.1
496dc092-826e-4d95-9ede-2990ccd24530,16-05-2024,Redmi K60,Xiaomi,388.88,19,12497.49,53,Other,New Jacobfort,Online,128,4,6.1
ee4e3ab6-7c6f-4119-819d-6ba71e0da773,12-05-2024,iPhone 14 Pro,Apple,1266.01,23,6107.76,51,Male,Theresaton,Debit Card,1024,4,6.1
41d46fa9-746c-4c6c-8da6-93a6417f2355,01-02-2024,Galaxy S23 Ultra,Samsung,1371.76,71,1222,47,Other,North David,Debit Card,128,12,6.1
4af0e6cd-eaa7-49b8-bce0-3a00560c2f2c,31-03-2024,OnePlus 10 Pro,OnePlus,1028.67,22,17203.25,58,Other,Blackview,Debit Card,256,18,6.1
5b7f9b73-4ccd-4e8e-85ee-17254aa07835,08-06-2024,OnePlus Nord 2T,OnePlus,1477.41,63,947.61,62,Other,North Charles,Online,1024,16,6.1
b5119fd6-e0d7-44ee-8f87-44f91d42de3f,23-05-2024,Reno8 Pro,Oppo,1236.37,89,26408,43,Female,Victorview,Credit Card,64,24,6.1
898a97fa-0c66-4e08-9693-e893a3f1ad58,01-03-2024,Reno8 Pro,Oppo,974.75,37,140738.88,60,Male,New Margaretfurt,Debit Card,512,24,6.7
54397aec-2cd9-435d-b4a1-4d8bcdb84e63,19-02-2024,A78 5G,Oppo,1062.8,93,75330.45,42,Male,Lake Nathanchester,Cash,16,8,5.5
6c45ed4f-5d05-457d-a22a-2892566e8984,14-04-2024,Pixel 6a,Google,118.14,39,16586.68,22,Other,New Christophertown,Online,128,16,6.4
d16ed785-9e71-4269-9d2a-93cf2c566552,29-06-2024,Vivo V27,Vivo,1422.58,33,105494.46,58,Other,Port Barbara,Credit Card,32,24,6.9
b4de2bb0-6426-4ae0-bc2d-1d6bc309fb38,30-03-2024,Find X5,Oppo,365.41,75,60477.25,19,Female,Port Rebeccaland,Online,128,8,6.4
03d675d2-f4c7-4860-b159-f7df7142b87e,07-07-2024,iPhone SE (2022),Apple,1418.24,99,1877.76,42,Other,Port Ericstad,Credit Card,32,18,6.4
aeed02b7-48d9-4ff1-9fef-b5de0db93513,23-02-2024,Poco X5 Pro,Xiaomi,1228.78,66,139249.92,58,Male,West Joannaborough,Cash,512,8,5.5
9b4f4a39-8512-411a-8533-2b1d99cf4e64,24-06-2024,iPhone 15,Apple,1141.24,94,98242.2,28,Female,Bellview,Cash,512,24,5.5
75dd08dd-3a5d-47eb-a0fc-859e0535cd32,26-06-2024,iPhone 15,Apple,1335.67,3,12829.6,38,Male,Port Justinmouth,Debit Card,512,12,5.5
b759eaed-ab7a-42b8-ac39-73e4ac7781f3,17-07-2024,Edge 40,Motorola,479.23,78,1702.95,42,Female,Beckfurt,Online,32,12,6.1
233dfd88-f3be-42be-b464-0ed920bc2194,02-02-2024,Galaxy A54,Samsung,254.4,17,21331.45,46,Female,Moodyshire,Cash,128,12,6.7
691e8f83-2779-414b-b837-f04615dde8b0,09-07-2024,Galaxy S23,Samsung,481.26,93,11783.43,45,Female,New Hannah,Cash,512,24,6.1
8d757a3c-6ffc-4b44-97aa-de01f6bc3b56,06-06-2024,OnePlus 10 Pro,OnePlus,1409.49,81,29360.24,40,Other,Alberttown,Credit Card,256,12,6.7
6074e662-4645-4773-9118-bdab62d10120,23-04-2024,Reno8 Pro,Oppo,157.23,1,83551.42,23,Other,Allenside,Debit Card,1024,16,6.7
58bebb33-c6cf-47e0-9ad7-156735a68caf,04-07-2024,Find X5,Oppo,296.24,28,61793.1,38,Female,Port Tonychester,Online,32,18,6.4
90906e18-e81f-4c58-96d8-a2612e8493cf,20-01-2024,Redmi K60,Xiaomi,1439.55,46,31821.5,22,Other,West Briantown,Cash,32,8,6.4
3a59ca6b-4f80-443f-9925-c6471b119fc5,10-02-2024,Redmi Note 12,Xiaomi,1187.15,20,52251.76,40,Other,Mooreside,Debit Card,128,8,6.7
80fecc89-f65c-4c3c-ac77-4ae004ffaa25,20-06-2024,Galaxy S21 FE,Samsung,273.35,32,26631.99,37,Other,North Justin,Online,32,24,6.7
1fff1cf1-98ab-4759-8b33-9d77b299df9e,25-01-2024,iPhone 14 Pro,Apple,950.36,33,39469.5,45,Female,Staceyfort,Online,32,12,6.1
1e1366c5-2dce-4830-ab58-a950ec3dd16b,28-01-2024,Edge 40,Motorola,903.82,16,4056.39,31,Male,South Daniel,Cash,512,12,6.1
069f9a99-d916-4ee4-9f82-d46f0ad207c4,25-02-2024,Razr 2023,Motorola,1207.94,70,92079.92,27,Other,Lake Madisonview,Credit Card,128,4,6.4
eb38ce0c-47d1-417f-9855-641aa5f4ee6f,17-05-2024,Find X5,Oppo,219.93,66,43416,62,Other,New Johnchester,Debit Card,512,18,5.5
e0511291-5e6b-4e9e-bcc8-f4440e672b9c,20-03-2024,Reno8 Pro,Oppo,862.18,56,33927.08,32,Female,Khanmouth,Debit Card,1024,16,6.7
afd5f391-c2d3-42cd-9a9a-0d6eca22199f,20-06-2024,OnePlus 11,OnePlus,803.5,25,34120.61,34,Other,Port Susan,Online,1024,8,6.1
fd677e01-2fe0-41dc-8125-28ac13e93ea1,01-05-2024,Xperia 1 IV,Sony,949.75,49,72023.6,46,Female,East Cherylfurt,Credit Card,512,4,6.4
698ba3d2-6344-40bc-b5af-2eb5255aabff,09-04-2024,OnePlus Nord 2T,OnePlus,1115.61,50,24492.16,25,Male,Fuentesstad,Debit Card,1024,4,6.1
f6fce23b-3313-491a-9b9f-6c5b6e3619f9,24-03-2024,Xperia 5 III,Sony,900.04,54,36582.21,20,Other,West Thomas,Credit Card,128,24,6.7
21c0adf5-427e-45fc-96db-82287c6522e1,08-07-2024,Galaxy Note 20 Ultra,Samsung,907.24,62,16560.38,45,Male,New Randall,Credit Card,16,8,6.7
7a3b5007-625c-444e-85b4-e4f747162966,27-01-2024,Galaxy S22 Ultra,Samsung,352.6,76,68427.18,25,Other,Harrismouth,Credit Card,512,24,6.9
270eb8a0-d199-4342-9e33-5c456f79e2cc,09-07-2024,iPhone 14 Pro,Apple,897.86,19,8619.39,30,Other,Clarkfurt,Credit Card,256,16,5.5
d1e7a1d9-3a9b-4e50-846a-6566572b5079,14-07-2024,OnePlus 11,OnePlus,1007.3,15,105106.96,50,Male,Schroederland,Debit Card,256,4,6.9
c326068c-3351-4062-bf05-e67818db5371,07-03-2024,Xperia 1 IV,Sony,757.33,96,55075.02,44,Other,Brianborough,Cash,32,4,6.4
421d315d-d454-485a-9881-e9801611071b,16-02-2024,Find X5,Oppo,923.2,33,1273.98,43,Female,Bakerside,Online,1024,18,6.1
d1545137-dcd3-4766-af7c-4c6c2e941ccc,01-01-2024,Find X5,Oppo,823.68,25,18860.4,37,Female,Nicholsville,Credit Card,256,16,6.4
da1a3e79-cbc6-4313-bb83-2a45e1b9ec28,17-07-2024,Galaxy S22 Ultra,Samsung,1330.5,43,47621.2,49,Female,Port Nicolas,Cash,32,4,6.7
656af0a4-6f81-4f21-9371-3558566fa26b,12-06-2024,Reno8 Pro,Oppo,1318.54,40,29248.28,56,Other,Watkinshaven,Debit Card,16,16,6.9
2f4f5e71-2ec7-4658-8968-d902d5a8dbf9,13-03-2024,Pixel 7,Google,1474.17,14,11301.76,39,Female,Maryfort,Online,128,8,6.9
f1501b05-2741-47b9-8fef-3bb5fd227f3c,10-04-2024,Xperia 10 V,Sony,992.42,71,35213.1,61,Other,Lake Maryview,Credit Card,128,12,6.9
a0ede31b-9fa8-4b83-a66d-a5f23308f97a,16-01-2024,iPhone 15,Apple,1040.94,9,26492.43,39,Female,East Danielview,Debit Card,128,4,6.4
35dea481-98a2-48ef-a7c8-4e253b10424d,21-03-2024,Realme GT Neo 3,Realme,626.57,28,28098.4,35,Female,Ochoamouth,Cash,256,18,6.7
6c0c9ff0-9c9d-4090-8aad-aae53c70a2e6,20-05-2024,Galaxy S21 FE,Samsung,259.15,47,86868.48,27,Male,Danielport,Credit Card,16,8,6.1
2caec01b-6e79-421c-b260-cc638113098a,19-04-2024,Reno8 Pro,Oppo,1034.38,93,48570.64,51,Female,New Sherribury,Credit Card,256,16,6.1
098cee59-d162-415d-a0e6-74b73a2bfd95,14-01-2024,iPhone 15,Apple,613.96,45,7728.49,18,Male,Hopkinston,Credit Card,1024,24,6.4
2f03a125-88dd-47e0-8a0f-995b3dade3b4,10-04-2024,Galaxy Z Flip5,Samsung,1337.3,35,1282.45,22,Male,Nathanview,Credit Card,256,8,6.9
b76f68ce-6896-45cf-96c0-9812490fe828,01-06-2024,X90 Pro,Vivo,359.23,59,125460.8,63,Other,Teresaton,Online,16,4,5.5
64f4886c-21d2-40be-ba50-fd8db0dcc05b,03-06-2024,Galaxy Z Flip5,Samsung,589.57,49,52554.32,64,Male,Lake Colleenstad,Credit Card,16,16,6.4
dd1c5b32-beef-446d-8b02-2478707683c2,10-03-2024,X90 Pro,Vivo,701.08,13,8176.35,49,Male,Lake Russell,Credit Card,1024,12,6.4
474c5755-50a8-4bee-9af3-e8df247d3769,25-05-2024,OnePlus Nord 2T,OnePlus,121.62,9,746.47,26,Male,East Rachelchester,Online,16,8,6.7
5c5b6e7d-4a0c-42b5-b36c-eb914ae09e95,20-03-2024,Razr 2023,Motorola,1178.86,29,13516.25,53,Other,South John,Credit Card,16,4,6.1
406c1369-ea5c-46ac-aa46-83632e535d16,10-01-2024,Y22 5G,Vivo,1447.8,5,54665.04,33,Other,South Gregorymouth,Credit Card,128,18,6.4
dcf407ec-4623-4a00-8660-235e1036d476,08-05-2024,OnePlus 11,OnePlus,1423.78,51,3151.26,35,Female,North Logan,Online,1024,24,6.4
8201d6e3-4f18-4911-9b28-c50627fd1640,11-02-2024,Poco X5 Pro,Xiaomi,1444.64,89,12646.8,51,Female,East Kenneth,Cash,64,16,6.9
71e5519b-ebcd-4ae6-8c37-165aa0b2e39e,14-01-2024,X90 Pro,Vivo,824.69,62,32474.4,36,Female,Veronicaport,Cash,64,8,6.9
149c4028-afae-4eb0-b03e-dd6b4dccce9a,23-03-2024,Pixel 6a,Google,912.6,21,24546.72,56,Male,West Michael,Credit Card,16,8,5.5
dbeab94d-354b-4eda-b916-3248ed4a649c,13-06-2024,Realme 11 Pro+,Realme,958.86,2,65007,45,Male,Castrohaven,Cash,64,12,6.7
4a38758a-4bdd-4c44-a177-f80ad22feb33,12-07-2024,Vivo V27,Vivo,938.75,66,42781.86,62,Other,North Ruthborough,Credit Card,64,12,5.5
96d4f89c-5b22-4bc3-a153-b82ab110f4b4,25-06-2024,Redmi Note 12,Xiaomi,1412.91,49,56790.45,29,Other,Luistown,Debit Card,16,18,6.9
5cdeffc8-f100-47bb-8fc7-fc48a52b3e4a,04-02-2024,Redmi Note 12,Xiaomi,1091.68,52,8165.82,38,Other,Michaelshire,Online,64,24,6.1
b405351a-0218-48d8-ad25-d2da03904ef4,11-02-2024,Xperia 1 IV,Sony,988.44,19,726.36,39,Female,New Elizabeth,Debit Card,256,18,6.9
3662082a-1954-422b-bde5-0e7b833103db,31-03-2024,Xperia 5 III,Sony,321.11,50,59594.08,24,Male,Thompsonmouth,Online,32,4,6.7
d88b82f3-1f09-48cd-a48b-ddf2484da53a,01-06-2024,X90 Pro,Vivo,384.15,31,13896.84,25,Other,Andrealand,Online,1024,4,6.9
4013b02c-8b39-407e-9d51-47c250f6113c,16-07-2024,Poco X5 Pro,Xiaomi,123.55,52,24705.45,32,Male,West Charlesshire,Debit Card,32,18,6.7
d836af8a-f883-46cd-960a-6a9e043fd374,16-05-2024,Redmi K60,Xiaomi,811.97,87,4784.6,18,Male,East Joseport,Debit Card,16,24,6.7
bc073bb6-6579-4ed5-bdd4-844710b7a28a,05-04-2024,Pixel 8 Pro,Google,742.68,20,3173.48,24,Male,Fisherstad,Debit Card,128,18,6.7
453150f7-9f21-41e8-8b98-34b3ed38094c,26-05-2024,Moto G Power,Motorola,205.46,61,7050.75,47,Other,North Zacharyside,Credit Card,1024,24,6.7
15c89b2f-f185-41e5-b0cd-e8509eaafa88,28-02-2024,Razr 2023,Motorola,978.13,31,22346.47,45,Other,South Joshuaside,Credit Card,16,24,6.7
b0ba4ceb-ca74-4200-9e93-c0b698af493e,28-04-2024,Galaxy S22 Ultra,Samsung,735.25,83,89165.25,54,Female,West Derek,Credit Card,128,16,6.1
54619eff-3d8d-4e16-b4c4-910619ea1990,16-05-2024,Pixel 8 Pro,Google,385.39,31,16529.13,34,Male,Port Ashlee,Online,32,24,5.5
cb4d7c5f-824b-4bae-8061-1ee9343d7327,16-03-2024,Find X5,Oppo,696.42,29,87906.92,50,Female,Port Teresaport,Online,16,12,6.4
5ba6718c-f634-4c98-979d-289be3f570a4,07-01-2024,Realme GT Neo 3,Realme,1194.98,66,14308.5,35,Other,Steelechester,Debit Card,1024,24,5.5
73f0f916-a8b5-4d09-8026-41bed9ba0e41,25-04-2024,Poco X5 Pro,Xiaomi,464.15,34,24009,62,Other,West Toddside,Online,1024,24,6.7
8eb5f50a-b99c-41d8-85b0-cbe79295764c,10-07-2024,Find X5,Oppo,1085.16,49,27642.2,38,Male,New Keithport,Online,512,24,6.1
27ff81bf-7456-46a4-9a68-c48bced1e81b,13-06-2024,Pixel 7,Google,687.38,42,5406.52,62,Female,Kristinaport,Cash,256,4,6.9
1729d815-4872-4db8-8a06-527cab9b72db,28-02-2024,Razr 2023,Motorola,894.34,90,37661.8,47,Female,North Lisaport,Debit Card,64,12,6.1
e2e5814b-e513-4b63-84ba-888d77419b9f,14-04-2024,Galaxy S23,Samsung,598.5,73,41566.36,30,Female,North Nicoleberg,Credit Card,128,12,6.7
b94a2868-0565-45a2-8c29-e0b1f085ab0a,13-03-2024,Xperia 5 III,Sony,618.99,26,44209.76,56,Other,Rebeccaland,Debit Card,512,18,6.1
103e0087-b29c-4839-876a-099b6796b265,07-06-2024,iPhone 15,Apple,104.99,1,16544.32,47,Other,East Sarah,Debit Card,64,16,6.1
8499624a-1c49-4645-9c65-df13c57c87d9,01-07-2024,Find X5,Oppo,1269.71,96,72588.74,41,Female,Powellmouth,Credit Card,64,24,6.7
6c536c36-1663-4c8e-9fd4-3d451ec66fdb,27-05-2024,Xperia 1 IV,Sony,985.83,7,109028,22,Other,Brockport,Cash,16,8,6.1
7f36c3a2-ff43-483b-adb8-668e37d16534,15-07-2024,Galaxy Note 20 Ultra,Samsung,1352.48,95,20333.88,32,Other,Crawfordville,Online,64,16,6.4
baefeff0-2f10-4ab3-81fe-50e61276494f,14-04-2024,Xperia 1 IV,Sony,158.46,6,7755.77,42,Other,Wagnerview,Credit Card,256,16,6.4
195848ec-5731-48ae-b1c8-96e43f15bd47,23-06-2024,Moto G Power,Motorola,270.04,5,1822.29,60,Male,West Albertville,Online,1024,12,6.1
65cc396b-4349-4ee3-83b6-b73333f93133,17-01-2024,Galaxy M14,Samsung,434.65,49,49282.7,34,Female,Josephburgh,Online,512,16,6.9
cf405453-5a3d-41bc-89f8-97e601a870c9,14-07-2024,Razr 2023,Motorola,624.74,77,52028.28,38,Female,Guerratown,Debit Card,64,24,6.7
48e41a6b-8b57-485c-8481-eeecdafe93bd,06-01-2024,Pixel 8 Pro,Google,1278.51,21,54799.2,20,Male,Port Roberta,Online,16,24,6.4
f88c5f0d-95bf-4307-ab62-d82e0d8afc9b,09-05-2024,Realme Narzo 50,Realme,613.3,37,16659.62,58,Other,Haletown,Online,256,4,6.9
d6382a39-a203-404b-b1e5-d8a695a61dbd,07-07-2024,iPhone 15,Apple,1056.74,18,110028.42,30,Male,Port Brandi,Cash,32,24,6.1
7f8e937e-727c-4d29-9a2f-38b0d8f9e0c1,23-07-2024,iPhone SE (2022),Apple,482.47,37,11306.68,38,Other,South Kimberlyfurt,Cash,1024,24,6.9
fc911d63-aa11-4767-b991-bfb928335565,27-03-2024,iPhone 15,Apple,262.64,62,75988.7,24,Other,Port Andrew,Cash,1024,12,5.5
